lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.930985915492958e-05,9.930985915492958e-05,49,,,,
,,49,0.43414628505706787,0,,
9.86056338028169e-05,9.86056338028169e-05,99,,,,
,,99,0.2970992624759674,0,,
9.790140845070423e-05,9.790140845070423e-05,149,,,,
,,149,0.12046109884977341,0,,
9.719718309859154e-05,9.719718309859154e-05,199,,,,
,,199,0.2170983850955963,0,,
9.649295774647887e-05,9.649295774647887e-05,249,,,,
,,249,0.07439319789409637,0,,
9.57887323943662e-05,9.57887323943662e-05,299,,,,
,,299,0.11093554645776749,0,,
9.508450704225352e-05,9.508450704225352e-05,349,,,,
,,349,0.10273173451423645,0,,
9.438028169014085e-05,9.438028169014085e-05,399,,,,
,,399,0.07809600234031677,1,,
9.367605633802817e-05,9.367605633802817e-05,449,,,,
,,449,0.10314777493476868,1,,
9.29718309859155e-05,9.29718309859155e-05,499,,,,
,,499,0.1297398805618286,1,,
9.226760563380282e-05,9.226760563380282e-05,549,,,,
,,549,0.03342941775918007,1,,
9.156338028169015e-05,9.156338028169015e-05,599,,,,
,,599,0.03355398774147034,1,,
9.085915492957747e-05,9.085915492957747e-05,649,,,,
,,649,0.06927385926246643,1,,
9.01549295774648e-05,9.01549295774648e-05,699,,,,
,,699,0.04431284964084625,1,,
8.945070422535212e-05,8.945070422535212e-05,749,,,,
,,749,0.032761845737695694,2,,
8.874647887323944e-05,8.874647887323944e-05,799,,,,
,,799,0.03944513574242592,2,,
8.804225352112676e-05,8.804225352112676e-05,849,,,,
,,849,0.08347974717617035,2,,
8.733802816901409e-05,8.733802816901409e-05,899,,,,
,,899,0.025599664077162743,2,,
8.663380281690141e-05,8.663380281690141e-05,949,,,,
,,949,0.023399414494633675,2,,
8.592957746478874e-05,8.592957746478874e-05,999,,,,
,,999,0.011737204156816006,2,,
8.522535211267606e-05,8.522535211267606e-05,1049,,,,
,,1049,0.005140690132975578,2,,
8.452112676056339e-05,8.452112676056339e-05,1099,,,,
,,1099,0.011878048069775105,3,,
8.381690140845072e-05,8.381690140845072e-05,1149,,,,
,,1149,0.003496158868074417,3,,
8.311267605633804e-05,8.311267605633804e-05,1199,,,,
,,1199,0.008498525246977806,3,,
8.240845070422537e-05,8.240845070422537e-05,1249,,,,
,,1249,0.008521925657987595,3,,
8.170422535211268e-05,8.170422535211268e-05,1299,,,,
,,1299,0.01663617603480816,3,,
8.1e-05,8.1e-05,1349,,,,
,,1349,0.02659418247640133,3,,
8.029577464788733e-05,8.029577464788733e-05,1399,,,,
,,1399,0.002794829895719886,3,,
7.959154929577464e-05,7.959154929577464e-05,1449,,,,
,,1449,0.005056737922132015,4,,
7.888732394366197e-05,7.888732394366197e-05,1499,,,,
,,1499,0.020534077659249306,4,,
7.818309859154929e-05,7.818309859154929e-05,1549,,,,
,,1549,0.021519288420677185,4,,
7.747887323943662e-05,7.747887323943662e-05,1599,,,,
,,1599,0.009755061939358711,4,,
7.677464788732394e-05,7.677464788732394e-05,1649,,,,
,,1649,0.007377674337476492,4,,
7.607042253521127e-05,7.607042253521127e-05,1699,,,,
,,1699,0.007073736283928156,4,,
7.53661971830986e-05,7.53661971830986e-05,1749,,,,
,,1749,0.004515159875154495,4,,
7.466197183098592e-05,7.466197183098592e-05,1799,,,,
,,1799,0.0005780167412012815,5,,
7.395774647887325e-05,7.395774647887325e-05,1849,,,,
,,1849,0.002128982450813055,5,,
7.325352112676057e-05,7.325352112676057e-05,1899,,,,
,,1899,0.014724689535796642,5,,
7.25492957746479e-05,7.25492957746479e-05,1949,,,,
,,1949,0.005285790655761957,5,,
7.184507042253521e-05,7.184507042253521e-05,1999,,,,
,,1999,0.003160277148708701,5,,
7.114084507042253e-05,7.114084507042253e-05,2049,,,,
,,2049,0.0032927379943430424,5,,
7.043661971830986e-05,7.043661971830986e-05,2099,,,,
