	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1837	0.2093	0.1957	0.1084	83.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	14.0
DRINKS#QUALITY	0.4286	0.375	0.4	0.25	12.0
DRINKS#STYLE_OPTIONS	0.25	0.3333	0.2857	0.1667	12.0
FOOD#PRICES	0.0588	0.0625	0.0606	0.0312	32.0
FOOD#QUALITY	0.4294	0.5067	0.4648	0.3028	251.0
FOOD#STYLE_OPTIONS	0.0417	0.0455	0.0435	0.0222	45.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	47.0
RESTAURANT#GENERAL	0.217	0.3286	0.2614	0.1503	153.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	26.0
RESTAURANT#PRICES	0.0	0.0	0.0	0.0	30.0
SERVICE#GENERAL	0.3085	0.3867	0.3432	0.2071	140.0
Micro-AVG	0.2571	0.3357	0.2912	0.1704	845.0
Macro-AVG	0.1598	0.1873	0.1712		845
