lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.9453125e-05,9.9453125e-05,49,,,,
,,49,0.39477381110191345,0,,
9.889508928571429e-05,9.889508928571429e-05,99,,,,
,,99,0.35480111837387085,0,,
9.833705357142857e-05,9.833705357142857e-05,149,,,,
,,149,0.2048553079366684,0,,
9.777901785714286e-05,9.777901785714286e-05,199,,,,
,,199,0.1818469613790512,0,,
9.722098214285715e-05,9.722098214285715e-05,249,,,,
,,249,0.15004292130470276,0,,
9.666294642857144e-05,9.666294642857144e-05,299,,,,
,,299,0.07464637607336044,0,,
9.610491071428572e-05,9.610491071428572e-05,349,,,,
,,349,0.09553378075361252,0,,
9.5546875e-05,9.5546875e-05,399,,,,
,,399,0.07290543615818024,0,,
9.49888392857143e-05,9.49888392857143e-05,449,,,,
,,449,0.06431126594543457,1,,
9.443080357142857e-05,9.443080357142857e-05,499,,,,
,,499,0.06039486080408096,1,,
9.387276785714286e-05,9.387276785714286e-05,549,,,,
,,549,0.11207389086484909,1,,
9.331473214285715e-05,9.331473214285715e-05,599,,,,
,,599,0.04186883196234703,1,,
9.275669642857143e-05,9.275669642857143e-05,649,,,,
,,649,0.09967309236526489,1,,
9.219866071428572e-05,9.219866071428572e-05,699,,,,
,,699,0.0266436580568552,1,,
9.1640625e-05,9.1640625e-05,749,,,,
,,749,0.04483101889491081,1,,
9.10825892857143e-05,9.10825892857143e-05,799,,,,
,,799,0.03210664540529251,1,,
9.052455357142857e-05,9.052455357142857e-05,849,,,,
,,849,0.024910904467105865,1,,
8.996651785714287e-05,8.996651785714287e-05,899,,,,
,,899,0.03550826385617256,2,,
8.940848214285714e-05,8.940848214285714e-05,949,,,,
,,949,0.016937894746661186,2,,
8.885044642857143e-05,8.885044642857143e-05,999,,,,
,,999,0.01966639794409275,2,,
8.829241071428572e-05,8.829241071428572e-05,1049,,,,
,,1049,0.02332986891269684,2,,
8.7734375e-05,8.7734375e-05,1099,,,,
,,1099,0.008254936896264553,2,,
8.717633928571429e-05,8.717633928571429e-05,1149,,,,
,,1149,0.023868605494499207,2,,
8.661830357142858e-05,8.661830357142858e-05,1199,,,,
,,1199,0.030235866084694862,2,,
8.606026785714286e-05,8.606026785714286e-05,1249,,,,
,,1249,0.029508862644433975,2,,
8.550223214285714e-05,8.550223214285714e-05,1299,,,,
,,1299,0.030367610976099968,2,,
8.494419642857143e-05,8.494419642857143e-05,1349,,,,
