,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
0,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Küche,food,positive,food positive,yes,28,32
1,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Küche,food,negative,food negative,no,0,0
2,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Küche,food,neutral,food neutral,no,0,0
3,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Personal,service,positive,service positive,yes,68,75
4,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Personal,service,negative,service negative,no,0,0
5,14,Solide und gute Schwäbische Küche und freundliches und aufmerksames Personal .,Personal,service,neutral,service neutral,no,0,0
6,15,"Außerdem sind die Pizzen wirklich groß und es gibt nur die eine Größe , sodass man für die einfachste Pizza schon 9 Euro zahlt .",Pizza,price,positive,price positive,no,0,0
7,15,"Außerdem sind die Pizzen wirklich groß und es gibt nur die eine Größe , sodass man für die einfachste Pizza schon 9 Euro zahlt .",Pizza,price,negative,price negative,yes,102,106
8,15,"Außerdem sind die Pizzen wirklich groß und es gibt nur die eine Größe , sodass man für die einfachste Pizza schon 9 Euro zahlt .",Pizza,price,neutral,price neutral,no,0,0
9,20,"Beilagensalat klein , kaum Dressung und lieblos .",Beilagensalat,food,positive,food positive,no,0,0
10,20,"Beilagensalat klein , kaum Dressung und lieblos .",Beilagensalat,food,negative,food negative,yes,0,12
11,20,"Beilagensalat klein , kaum Dressung und lieblos .",Beilagensalat,food,neutral,food neutral,no,0,0
12,20,"Beilagensalat klein , kaum Dressung und lieblos .",Dressung,food,positive,food positive,no,0,0
13,20,"Beilagensalat klein , kaum Dressung und lieblos .",Dressung,food,negative,food negative,yes,27,34
14,20,"Beilagensalat klein , kaum Dressung und lieblos .",Dressung,food,neutral,food neutral,no,0,0
15,37,"Die Bestuhlung ist recht eng - und ein Zitat kommt zum Tragen : ""und man merkt die Absicht - und man ist verstimmt"" . . . .",Bestuhlung,ambience,positive,ambience positive,no,0,0
16,37,"Die Bestuhlung ist recht eng - und ein Zitat kommt zum Tragen : ""und man merkt die Absicht - und man ist verstimmt"" . . . .",Bestuhlung,ambience,negative,ambience negative,yes,4,13
17,37,"Die Bestuhlung ist recht eng - und ein Zitat kommt zum Tragen : ""und man merkt die Absicht - und man ist verstimmt"" . . . .",Bestuhlung,ambience,neutral,ambience neutral,no,0,0
18,52,Wurde sehr freundlich von Sophie bedient !,Sophie,service,positive,service positive,yes,26,31
19,52,Wurde sehr freundlich von Sophie bedient !,Sophie,service,negative,service negative,no,0,0
20,52,Wurde sehr freundlich von Sophie bedient !,Sophie,service,neutral,service neutral,no,0,0
21,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,positive,price positive,yes,45,50
22,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,negative,price negative,no,0,0
23,54,"Ansonsten will ich zugute halten , dass eure Preise im Vergleich zu anderen Lokalen wirklich stabil geblieben sind .",Preise,price,neutral,price neutral,no,0,0
24,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Menü,food,positive,food positive,yes,96,99
25,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Menü,food,negative,food negative,no,0,0
26,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Menü,food,neutral,food neutral,no,0,0
27,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Location,ambience,positive,ambience positive,yes,39,46
28,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Location,ambience,negative,ambience negative,no,0,0
29,56,Wir waren an 2 Abende in dieser netten Location und haben mitnetten Freunden ein hervorragendes Menü gegessen .,Location,ambience,neutral,ambience neutral,no,0,0
30,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,positive,general-impression positive,yes,4,6
31,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,negative,general-impression negative,no,0,0
32,80,Der LOC bekommt von uns eine sehr gute Bewertung .,LOC,general-impression,neutral,general-impression neutral,no,0,0
33,88,Suppe lauwarm/ wurde aber aufgewärmt war dann gut und lecker .,Suppe,food,positive,food positive,yes,0,4
34,88,Suppe lauwarm/ wurde aber aufgewärmt war dann gut und lecker .,Suppe,food,negative,food negative,no,0,0
35,88,Suppe lauwarm/ wurde aber aufgewärmt war dann gut und lecker .,Suppe,food,neutral,food neutral,no,0,0
36,102,Hauptspeise eine riesige Enttäuschung .,Hauptspeise,food,positive,food positive,no,0,0
37,102,Hauptspeise eine riesige Enttäuschung .,Hauptspeise,food,negative,food negative,yes,0,10
38,102,Hauptspeise eine riesige Enttäuschung .,Hauptspeise,food,neutral,food neutral,no,0,0
39,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,positive,food positive,no,0,0
40,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,negative,food negative,yes,65,71
41,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Speisen,food,neutral,food neutral,no,0,0
42,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,positive,service positive,no,0,0
43,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,negative,service negative,yes,36,42
44,135,Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen .,Service,service,neutral,service neutral,no,0,0
45,142,Die Gamba waren kalt und kaum aus der Schale zu lösen .,Gamba,food,positive,food positive,no,0,0
46,142,Die Gamba waren kalt und kaum aus der Schale zu lösen .,Gamba,food,negative,food negative,yes,4,8
47,142,Die Gamba waren kalt und kaum aus der Schale zu lösen .,Gamba,food,neutral,food neutral,no,0,0
48,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,positive,ambience positive,yes,48,51
49,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,negative,ambience negative,no,0,0
50,145,Wir saßen in der ersten Etage - ein wunderbarer Raum .,Raum,ambience,neutral,ambience neutral,no,0,0
51,148,Das ist für so ein Restaurant ein Unding .,Restaurant,general-impression,positive,general-impression positive,no,0,0
52,148,Das ist für so ein Restaurant ein Unding .,Restaurant,general-impression,negative,general-impression negative,yes,19,28
53,148,Das ist für so ein Restaurant ein Unding .,Restaurant,general-impression,neutral,general-impression neutral,no,0,0
54,154,Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert .,Schnitzel,food,positive,food positive,no,0,0
55,154,Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert .,Schnitzel,food,negative,food negative,yes,4,12
