lr-AdamW/pg1,lr-AdamW/pg2,step,train_loss,epoch,val_loss,val_f1
9.96073717948718e-05,9.96073717948718e-05,49,,,,
,,49,0.5164231061935425,0,,
9.920673076923077e-05,9.920673076923077e-05,99,,,,
,,99,0.24545300006866455,0,,
9.880608974358975e-05,9.880608974358975e-05,149,,,,
,,149,0.23805619776248932,0,,
9.840544871794872e-05,9.840544871794872e-05,199,,,,
,,199,0.24126023054122925,0,,
9.80048076923077e-05,9.80048076923077e-05,249,,,,
,,249,0.24033822119235992,0,,
9.760416666666667e-05,9.760416666666667e-05,299,,,,
,,299,0.206939697265625,0,,
9.720352564102564e-05,9.720352564102564e-05,349,,,,
,,349,0.07286722213029861,0,,
9.680288461538462e-05,9.680288461538462e-05,399,,,,
,,399,0.05946720764040947,0,,
9.64022435897436e-05,9.64022435897436e-05,449,,,,
,,449,0.04475990682840347,1,,
9.600160256410257e-05,9.600160256410257e-05,499,,,,
,,499,0.013888085260987282,1,,
9.560096153846154e-05,9.560096153846154e-05,549,,,,
,,549,0.022938445210456848,1,,
9.520032051282052e-05,9.520032051282052e-05,599,,,,
,,599,0.057222992181777954,1,,
9.479967948717949e-05,9.479967948717949e-05,649,,,,
,,649,0.05542333424091339,1,,
9.439903846153847e-05,9.439903846153847e-05,699,,,,
,,699,0.028545424342155457,1,,
9.399839743589744e-05,9.399839743589744e-05,749,,,,
,,749,0.02625749073922634,1,,
9.35977564102564e-05,9.35977564102564e-05,799,,,,
,,799,0.057596463710069656,1,,
9.319711538461539e-05,9.319711538461539e-05,849,,,,
,,849,0.04549688473343849,2,,
9.279647435897437e-05,9.279647435897437e-05,899,,,,
,,899,0.039135485887527466,2,,
9.239583333333334e-05,9.239583333333334e-05,949,,,,
,,949,0.023831788450479507,2,,
9.199519230769232e-05,9.199519230769232e-05,999,,,,
,,999,0.023267649114131927,2,,
9.159455128205129e-05,9.159455128205129e-05,1049,,,,
,,1049,0.04166591539978981,2,,
9.119391025641026e-05,9.119391025641026e-05,1099,,,,
,,1099,0.005028327461332083,2,,
9.079326923076924e-05,9.079326923076924e-05,1149,,,,
,,1149,0.004318567458540201,2,,
9.03926282051282e-05,9.03926282051282e-05,1199,,,,
,,1199,0.05497461557388306,2,,
8.999198717948718e-05,8.999198717948718e-05,1249,,,,
,,1249,0.007644520606845617,3,,
8.959134615384615e-05,8.959134615384615e-05,1299,,,,
,,1299,0.012740103527903557,3,,
8.919070512820514e-05,8.919070512820514e-05,1349,,,,
,,1349,0.002904268680140376,3,,
8.879006410256411e-05,8.879006410256411e-05,1399,,,,
,,1399,0.0034657090436667204,3,,
8.838942307692309e-05,8.838942307692309e-05,1449,,,,
,,1449,0.008922001346945763,3,,
8.798878205128206e-05,8.798878205128206e-05,1499,,,,
