	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.124	0.3721	0.186	0.1026	156.0
DRINKS#PRICES	0.0667	0.3333	0.1111	0.0588	17.0
DRINKS#QUALITY	0.375	0.375	0.375	0.2308	13.0
DRINKS#STYLE_OPTIONS	0.2222	0.3333	0.2667	0.1538	13.0
FOOD#PRICES	0.0	0.0	0.0	0.0	38.0
FOOD#QUALITY	0.4406	0.5933	0.5057	0.3384	263.0
FOOD#STYLE_OPTIONS	0.069	0.0909	0.0784	0.0408	49.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	35.0
RESTAURANT#GENERAL	0.1935	0.5143	0.2812	0.1636	220.0
RESTAURANT#MISCELLANEOUS	0.0294	0.0588	0.0392	0.02	50.0
RESTAURANT#PRICES	0.1111	0.2143	0.1463	0.0789	38.0
SERVICE#GENERAL	0.3838	0.5067	0.4368	0.2794	136.0
Micro-AVG	0.2418	0.4452	0.3134	0.1858	1028.0
Macro-AVG	0.1679	0.2827	0.2022		1028
