	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.2816	0.8788	0.4265	0.271	107.0
AMBIENCE#GENERAL:NEUTRAL	0.125	0.3333	0.1818	0.1	10.0
AMBIENCE#GENERAL:NEGATIVE	0.2778	0.7143	0.4	0.25	20.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.0833	1.0	0.1538	0.0833	12.0
DRINKS#QUALITY:POSITIVE	0.6667	0.5714	0.6154	0.4444	9.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.5	0.6	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.3333	1.0	0.5	0.3333	3.0
FOOD#PRICES:POSITIVE	0.8	0.5714	0.6667	0.5	8.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	11.0
FOOD#PRICES:NEGATIVE	0.5	0.3333	0.4	0.25	12.0
FOOD#QUALITY:POSITIVE	0.7302	0.8364	0.7797	0.6389	144.0
FOOD#QUALITY:NEUTRAL	0.1905	0.8	0.3077	0.1818	22.0
FOOD#QUALITY:NEGATIVE	0.5818	0.9143	0.7111	0.5517	58.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2667	0.3077	0.2857	0.1667	24.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	8.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.25	0.2857	0.2667	0.1538	13.0
LOCATION#GENERAL:POSITIVE	0.1053	0.5	0.1739	0.0952	21.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	9.0
RESTAURANT#GENERAL:POSITIVE	0.3551	0.7308	0.478	0.314	121.0
RESTAURANT#GENERAL:NEUTRAL	0.125	1.0	0.2222	0.125	8.0
RESTAURANT#GENERAL:NEGATIVE	0.2113	0.8824	0.3409	0.2055	73.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.125	0.1	0.1111	0.0588	17.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	30.0
RESTAURANT#PRICES:POSITIVE	0.5556	0.8333	0.6667	0.5	10.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.3529	0.8571	0.5	0.3333	18.0
SERVICE#GENERAL:POSITIVE	0.6905	0.8529	0.7632	0.617	47.0
SERVICE#GENERAL:NEUTRAL	0.1667	0.5	0.25	0.1429	7.0
SERVICE#GENERAL:NEGATIVE	0.6471	0.8462	0.7333	0.5789	57.0
Micro-AVG	0.4025	0.7413	0.5217	0.3529	901.0
Macro-AVG	0.2756	0.4791	0.3189		901
