	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.1923	0.7143	0.303	0.1786	28.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.5667	0.85	0.68	0.5152	33.0
FOOD:NEGATIVE	0.4051	0.9697	0.5714	0.4	80.0
FOOD:NEUTRAL	0.4706	0.8889	0.6154	0.4444	18.0
FOOD:POSITIVE	0.6104	0.9592	0.746	0.5949	79.0
PRICE:NEGATIVE	0.4444	0.8	0.5714	0.4	20.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.2	1.0	0.3333	0.2	10.0
GENERAL-IMPRESSION:NEGATIVE	0.186	0.8889	0.3077	0.1818	88.0
GENERAL-IMPRESSION:NEUTRAL	0.25	1.0	0.4	0.25	4.0
GENERAL-IMPRESSION:POSITIVE	0.2045	0.8182	0.3273	0.1957	92.0
SERVICE:NEGATIVE	0.6562	0.8077	0.7241	0.5676	37.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	0.775	0.9394	0.8493	0.7381	42.0
Micro-AVG	0.4055	0.8918	0.5575	0.3865	533.0
Macro-AVG	0.3307	0.7091	0.4286		533
