,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
0,5,Saul is the best restaurant on Smith Street and in Brooklyn .,Saul,restaurant general,positive,restaurant general positive,yes,0,3
1,5,Saul is the best restaurant on Smith Street and in Brooklyn .,Saul,restaurant general,negative,restaurant general negative,no,0,0
2,5,Saul is the best restaurant on Smith Street and in Brooklyn .,Saul,restaurant general,neutral,restaurant general neutral,no,0,0
3,27,Food-awesome .,Food,food quality,positive,food quality positive,yes,0,3
4,27,Food-awesome .,Food,food quality,negative,food quality negative,no,0,0
5,27,Food-awesome .,Food,food quality,neutral,food quality neutral,no,0,0
6,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food quality,positive,food quality positive,yes,4,8
7,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food quality,negative,food quality negative,no,0,0
8,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food quality,neutral,food quality neutral,no,0,0
9,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food style_options,positive,food style_options positive,yes,4,8
10,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food style_options,negative,food style_options negative,no,0,0
11,38,The sushi seemed pretty fresh and was adequately proportioned .,sushi,food style_options,neutral,food style_options neutral,no,0,0
12,39,The rice to fish ration was also good--they didn't try to overpack the rice .,rice to fish ration,food style_options,positive,food style_options positive,yes,4,22
13,39,The rice to fish ration was also good--they didn't try to overpack the rice .,rice to fish ration,food style_options,negative,food style_options negative,no,0,0
14,39,The rice to fish ration was also good--they didn't try to overpack the rice .,rice to fish ration,food style_options,neutral,food style_options neutral,no,0,0
15,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",signs,restaurant miscellaneous,positive,restaurant miscellaneous positive,yes,4,8
16,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",signs,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
17,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",signs,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,no,0,0
18,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",specials menus,food style_options,positive,food style_options positive,yes,16,29
19,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",specials menus,food style_options,negative,food style_options negative,no,0,0
20,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",specials menus,food style_options,neutral,food style_options neutral,no,0,0
21,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",food,food quality,positive,food quality positive,yes,33,36
22,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",food,food quality,negative,food quality negative,no,0,0
23,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",food,food quality,neutral,food quality neutral,no,0,0
24,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",waitstaff,service general,positive,service general positive,yes,57,65
25,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",waitstaff,service general,negative,service general negative,no,0,0
26,69,"The signs , the specials menus , food , and even all the waitstaff are ALL TOTALLY Japanese .",waitstaff,service general,neutral,service general neutral,no,0,0
27,74,"Everytime I decide to try another place on the UES , I get angry that I didn't just go to Zucchero Pomodori .",Zucchero Pomodori,restaurant general,positive,restaurant general positive,yes,90,106
28,74,"Everytime I decide to try another place on the UES , I get angry that I didn't just go to Zucchero Pomodori .",Zucchero Pomodori,restaurant general,negative,restaurant general negative,no,0,0
29,74,"Everytime I decide to try another place on the UES , I get angry that I didn't just go to Zucchero Pomodori .",Zucchero Pomodori,restaurant general,neutral,restaurant general neutral,no,0,0
30,98,Located at the end of a magnificent block .,block,location general,positive,location general positive,yes,36,40
31,98,Located at the end of a magnificent block .,block,location general,negative,location general negative,no,0,0
32,98,Located at the end of a magnificent block .,block,location general,neutral,location general neutral,no,0,0
33,107,"but when we looked at the menu , there weren't a lot of choices , most of them were dumplings in the appetizer section .",menu,food style_options,positive,food style_options positive,no,0,0
34,107,"but when we looked at the menu , there weren't a lot of choices , most of them were dumplings in the appetizer section .",menu,food style_options,negative,food style_options negative,yes,26,29
35,107,"but when we looked at the menu , there weren't a lot of choices , most of them were dumplings in the appetizer section .",menu,food style_options,neutral,food style_options neutral,no,0,0
36,116,"Have recommended the place to friends , always gets good response .",place,restaurant miscellaneous,positive,restaurant miscellaneous positive,yes,21,25
37,116,"Have recommended the place to friends , always gets good response .",place,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
38,116,"Have recommended the place to friends , always gets good response .",place,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,no,0,0
39,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",crust,food quality,positive,food quality positive,yes,77,81
40,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",crust,food quality,negative,food quality negative,no,0,0
41,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",crust,food quality,neutral,food quality neutral,no,0,0
42,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",pizza,food quality,positive,food quality positive,yes,17,21
43,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",pizza,food quality,negative,food quality negative,no,0,0
44,117,"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best , freshly baked bread !",pizza,food quality,neutral,food quality neutral,no,0,0
45,118,I take all my NYC guests to VT's .,VT's,restaurant miscellaneous,positive,restaurant miscellaneous positive,yes,28,31
46,118,I take all my NYC guests to VT's .,VT's,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
47,118,I take all my NYC guests to VT's .,VT's,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,no,0,0
48,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting,ambience general,positive,ambience general positive,yes,76,82
49,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting,ambience general,negative,ambience general negative,no,0,0
50,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting,ambience general,neutral,ambience general neutral,no,0,0
51,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,positive,service general positive,yes,93,99
52,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,negative,service general negative,no,0,0
53,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,neutral,service general neutral,no,0,0
54,124,"Took my mom for Mother's Day , and the maitre d' was pretty rude .",maitre d',service general,positive,service general positive,no,0,0
55,124,"Took my mom for Mother's Day , and the maitre d' was pretty rude .",maitre d',service general,negative,service general negative,yes,39,47
56,124,"Took my mom for Mother's Day , and the maitre d' was pretty rude .",maitre d',service general,neutral,service general neutral,no,0,0
57,131,The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food,food style_options,positive,food style_options positive,yes,4,14
58,131,The exotic food is beautifully presented and is a delight in delicious combinations .,exotic food,food style_options,negative,food style_options negative,no,0,0
