	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.6	0.6	0.6	0.4286	28.0
AMBIENCE#GENERAL:NEUTRAL	0.1	0.5	0.1667	0.0909	11.0
AMBIENCE#GENERAL:NEGATIVE	0.375	0.75	0.5	0.3333	9.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#QUALITY:POSITIVE	0.6667	0.5	0.5714	0.4	5.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4	0.5714	0.4	5.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.6667	0.4	0.5	0.3333	6.0
FOOD#QUALITY:POSITIVE	0.7458	0.7097	0.7273	0.5714	77.0
FOOD#QUALITY:NEUTRAL	0.3333	0.6667	0.4444	0.2857	7.0
FOOD#QUALITY:NEGATIVE	0.625	0.7895	0.6977	0.5357	28.0
FOOD#STYLE_OPTIONS:POSITIVE	0.5	0.125	0.2	0.1111	9.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	6.0
LOCATION#GENERAL:POSITIVE	0.05	1.0	0.0952	0.05	40.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	14.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.325	0.8667	0.4727	0.3095	84.0
RESTAURANT#GENERAL:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
RESTAURANT#GENERAL:NEGATIVE	0.4211	0.8	0.5517	0.381	21.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.3333	0.1667	0.2222	0.125	8.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	6.0
RESTAURANT#PRICES:POSITIVE	1.0	0.75	0.8571	0.75	4.0
RESTAURANT#PRICES:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#PRICES:NEGATIVE	0.4286	0.75	0.5455	0.375	8.0
SERVICE#GENERAL:POSITIVE	0.6296	0.85	0.7234	0.5667	30.0
SERVICE#GENERAL:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
SERVICE#GENERAL:NEGATIVE	0.6	0.5217	0.5581	0.3871	31.0
Micro-AVG	0.4367	0.6454	0.5209	0.3522	460.0
Macro-AVG	0.3444	0.4763	0.3553		460
