	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.5714	0.7059	0.6316	0.4615	26.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.5373	0.7826	0.6372	0.4675	77.0
FOOD:NEGATIVE	0.5758	0.75	0.6514	0.4831	118.0
FOOD:NEUTRAL	0.8571	0.4615	0.6	0.4286	14.0
FOOD:POSITIVE	0.6175	0.9576	0.7508	0.6011	188.0
PRICE:NEGATIVE	1.0	0.45	0.6207	0.45	20.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.75	0.6	0.6667	0.5	6.0
GENERAL-IMPRESSION:NEGATIVE	0.4337	0.9231	0.5902	0.4186	86.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.5507	0.7917	0.6496	0.481	79.0
SERVICE:NEGATIVE	0.8	0.5714	0.6667	0.5	72.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.8026	0.8714	0.8356	0.7176	85.0
Micro-AVG	0.6145	0.7816	0.688	0.5244	778.0
Macro-AVG	0.5664	0.5466	0.52		778
