	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.5714	0.6154	0.4444	9.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.8824	0.75	0.8108	0.6818	22.0
FOOD:NEGATIVE	0.7895	0.9091	0.8451	0.7317	41.0
FOOD:NEUTRAL	0.6364	0.7778	0.7	0.5385	13.0
FOOD:POSITIVE	0.8864	0.7959	0.8387	0.7222	54.0
PRICE:NEGATIVE	0.875	0.7	0.7778	0.6364	11.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
PRICE:POSITIVE	1.0	0.5	0.6667	0.5	2.0
GENERAL-IMPRESSION:NEGATIVE	0.4324	0.8889	0.5818	0.4103	39.0
GENERAL-IMPRESSION:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
GENERAL-IMPRESSION:POSITIVE	0.4038	0.9545	0.5676	0.3962	53.0
SERVICE:NEGATIVE	0.9231	0.4615	0.6154	0.4444	27.0
SERVICE:NEUTRAL	0	0	0	0	0
SERVICE:POSITIVE	1.0	0.8182	0.9	0.8182	33.0
Micro-AVG	0.7016	0.7835	0.7403	0.5877	308.0
Macro-AVG	0.633	0.6752	0.6168		308
