	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3333	0.6364	0.4375	0.28	25.0
AMBIENCE#GENERAL:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
AMBIENCE#GENERAL:NEGATIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:POSITIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
DRINKS#PRICES:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:POSITIVE	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	2.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.5	0.6667	0.5	2.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
FOOD#PRICES:NEGATIVE	0.6667	0.6667	0.6667	0.5	4.0
FOOD#QUALITY:POSITIVE	0.7667	0.7931	0.7797	0.6389	36.0
FOOD#QUALITY:NEUTRAL	0.2857	1.0	0.4444	0.2857	7.0
FOOD#QUALITY:NEGATIVE	1.0	0.8889	0.9412	0.8889	9.0
FOOD#STYLE_OPTIONS:POSITIVE	0.5	0.25	0.3333	0.2	5.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	4.0
LOCATION#GENERAL:POSITIVE	0.0588	1.0	0.1111	0.0588	17.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	5.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.5882	0.6667	0.625	0.4545	22.0
RESTAURANT#GENERAL:NEUTRAL	0.1111	1.0	0.2	0.1111	9.0
RESTAURANT#GENERAL:NEGATIVE	1.0	1.0	1.0	1.0	5.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	15.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:POSITIVE	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEUTRAL	0.25	1.0	0.4	0.25	4.0
RESTAURANT#PRICES:NEGATIVE	0.5	0.5	0.5	0.3333	3.0
SERVICE#GENERAL:POSITIVE	0.3478	0.8	0.4848	0.32	25.0
SERVICE#GENERAL:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
SERVICE#GENERAL:NEGATIVE	0.7778	0.6364	0.7	0.5385	13.0
Micro-AVG	0.4175	0.6615	0.5119	0.344	250.0
Macro-AVG	0.3478	0.4677	0.348		250
