	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.069	0.1429	0.093	0.0488	41.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	5.0
DRINKS#QUALITY	0.3333	0.3333	0.3333	0.2	5.0
DRINKS#STYLE_OPTIONS	0.3333	0.3333	0.3333	0.2	5.0
FOOD#PRICES	0.0	0.0	0.0	0.0	12.0
FOOD#QUALITY	0.5778	0.65	0.6118	0.4407	59.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	13.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	23.0
RESTAURANT#GENERAL	0.2581	0.381	0.3077	0.1818	44.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	20.0
RESTAURANT#PRICES	0.1667	0.2	0.1818	0.1	10.0
SERVICE#GENERAL	0.2368	0.4091	0.3	0.1765	51.0
Micro-AVG	0.233	0.3692	0.2857	0.1667	288.0
Macro-AVG	0.1646	0.2041	0.1801		288
