The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.	FOOD#QUALITY#1
The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	AMBIENCE#GENERAL#-1	AMBIENCE#GENERAL#1	AMBIENCE#GENERAL#-1
The rice to fish ration was also good--they didn't try to overpack the rice.	FOOD#STYLE_OPTIONS#1
The lava cake dessert was incredible and I recommend it.	FOOD#QUALITY#1
My wife had the fried shrimp which are huge and loved it.	FOOD#STYLE_OPTIONS#1	FOOD#QUALITY#1
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	SERVICE#GENERAL#1	AMBIENCE#GENERAL#1	FOOD#QUALITY#1	FOOD#STYLE_OPTIONS#1
Slightly on the pricey side but worth it!	RESTAURANT#PRICES#-1	RESTAURANT#GENERAL#1
There was a small wait, but shorter than I expected.	SERVICE#GENERAL#1
I take all my NYC guests to VT's.	RESTAURANT#MISCELLANEOUS#1
Service was prompt and courteous.	SERVICE#GENERAL#1
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	SERVICE#GENERAL#-1	FOOD#QUALITY#1
We will return many times for this oasis in mid-town.	RESTAURANT#GENERAL#1
Ingredients are organic which is a real plus for me.	FOOD#QUALITY#1
We both opted for a pasta dish and they were served timely and fresh.	SERVICE#GENERAL#1	FOOD#QUALITY#1
And amazingly cheap.	FOOD#PRICES#1
We had a good time.	RESTAURANT#GENERAL#1
Delivery is fast too.	SERVICE#GENERAL#1
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	SERVICE#GENERAL#1	SERVICE#GENERAL#1	SERVICE#GENERAL#1	FOOD#QUALITY#1
This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	RESTAURANT#PRICES#-1	FOOD#QUALITY#1	SERVICE#GENERAL#-1
Will never be back.	RESTAURANT#GENERAL#-1
the all-u-can-eat sushi is definitely in very poor quality.	FOOD#QUALITY#-1
wont come back again for sure!	RESTAURANT#GENERAL#-1
Chennai Garden is my favorite Indian restaurant in the city.	RESTAURANT#GENERAL#1
Food is excellent.	FOOD#QUALITY#1
The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.	FOOD#QUALITY#1	FOOD#QUALITY#1	FOOD#QUALITY#1	SERVICE#GENERAL#1
Service is average.	SERVICE#GENERAL#0
This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.	FOOD#QUALITY#-1	AMBIENCE#GENERAL#1
I will definetly be going back.	RESTAURANT#GENERAL#1
Also very inexpensive.	RESTAURANT#PRICES#1
We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.	FOOD#QUALITY#1	FOOD#QUALITY#1	FOOD#QUALITY#1	FOOD#QUALITY#1	FOOD#QUALITY#1	FOOD#QUALITY#1	DRINKS#QUALITY#1	FOOD#QUALITY#1
The food looked very appetizing and delicious since it came on a variety of fancy plates.	FOOD#STYLE_OPTIONS#1
Always a nice crowd, but never loud.	RESTAURANT#MISCELLANEOUS#1	AMBIENCE#GENERAL#1
I'm sure I'll return for a final judgement tho.	RESTAURANT#GENERAL#0
The view is spectacular, and the food is great.	LOCATION#GENERAL#1	FOOD#QUALITY#1
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).	FOOD#QUALITY#1	FOOD#QUALITY#1
Love Pizza 33..	RESTAURANT#GENERAL#1
Bagels are ok, but be sure not to make any special requests!	FOOD#QUALITY#0	SERVICE#GENERAL#-1
The place was quiet and delightful.	AMBIENCE#GENERAL#1
