	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2871	0.6304	0.3946	0.2458	118.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	9.0
DRINKS#QUALITY	0.2222	0.5714	0.32	0.1905	21.0
DRINKS#STYLE_OPTIONS	0.5556	0.7143	0.625	0.4545	11.0
FOOD#PRICES	0.2	0.3333	0.25	0.1429	35.0
FOOD#QUALITY	0.4384	0.6443	0.5217	0.3529	272.0
FOOD#STYLE_OPTIONS	0.0909	0.16	0.1159	0.0615	65.0
LOCATION#GENERAL	0.0909	0.2	0.125	0.0667	15.0
RESTAURANT#GENERAL	0.3718	0.4143	0.3919	0.2437	119.0
RESTAURANT#MISCELLANEOUS	0.3	0.1667	0.2143	0.12	25.0
RESTAURANT#PRICES	0.2308	0.2308	0.2308	0.1304	23.0
SERVICE#GENERAL	0.3333	0.5775	0.4227	0.268	153.0
Micro-AVG	0.3349	0.5128	0.4052	0.254	866.0
Macro-AVG	0.2601	0.3869	0.301		866
