	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4286	0.8182	0.5625	0.3913	46.0
AMBIENCE:NEUTRAL	0	0	0	0	0
AMBIENCE:POSITIVE	0.6522	0.8333	0.7317	0.5769	52.0
FOOD:NEGATIVE	0.6224	0.8026	0.7011	0.5398	113.0
FOOD:NEUTRAL	1.0	0.0769	0.1429	0.0769	13.0
FOOD:POSITIVE	0.6623	0.8621	0.7491	0.5988	167.0
PRICE:NEGATIVE	0.7222	0.4815	0.5778	0.4062	32.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.5	0.5	0.5	0.3333	9.0
GENERAL-IMPRESSION:NEGATIVE	0.6034	0.8974	0.7216	0.5645	62.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	2.0
GENERAL-IMPRESSION:POSITIVE	0.6471	0.898	0.7521	0.6027	73.0
SERVICE:NEGATIVE	0.6923	0.7895	0.7377	0.5844	77.0
SERVICE:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
SERVICE:POSITIVE	0.8806	0.8194	0.8489	0.7375	80.0
Micro-AVG	0.6602	0.79	0.7193	0.5616	730.0
Macro-AVG	0.5607	0.5519	0.5128		730
