	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.8824	0.9091	0.8955	0.8108	37.0
AMBIENCE#GENERAL:NEUTRAL	0.25	0.3333	0.2857	0.1667	6.0
AMBIENCE#GENERAL:NEGATIVE	0.75	0.4286	0.5455	0.375	8.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	1.0	0.8571	0.9231	0.8571	7.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	1.0	1.0	1.0	5.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.2857	0.4444	0.2857	7.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	1.0	0.5556	0.7143	0.5556	9.0
FOOD#QUALITY:POSITIVE	0.9159	0.8909	0.9032	0.8235	119.0
FOOD#QUALITY:NEUTRAL	0.75	0.6	0.6667	0.5	6.0
FOOD#QUALITY:NEGATIVE	0.8286	0.8286	0.8286	0.7073	41.0
FOOD#STYLE_OPTIONS:POSITIVE	0.6667	0.4615	0.5455	0.375	16.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
FOOD#STYLE_OPTIONS:NEGATIVE	1.0	0.5714	0.7273	0.5714	7.0
LOCATION#GENERAL:POSITIVE	1.0	0.75	0.8571	0.75	4.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.8913	0.7885	0.8367	0.7193	57.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.9286	0.7647	0.8387	0.7222	18.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.5714	0.4	0.4706	0.3077	13.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	4.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.5	0.4	0.4444	0.2857	7.0
RESTAURANT#PRICES:POSITIVE	0.8571	1.0	0.9231	0.8571	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.625	0.7143	0.6667	0.5	10.0
SERVICE#GENERAL:POSITIVE	0.8205	0.9412	0.8767	0.7805	41.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE#GENERAL:NEGATIVE	0.85	0.8718	0.8608	0.7556	45.0
Micro-AVG	0.8528	0.7832	0.8165	0.6899	487.0
Macro-AVG	0.558	0.482	0.5071		487
