	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.7143	0.7576	0.7353	0.5814	43.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE#GENERAL:NEGATIVE	0.5385	0.875	0.6667	0.5	14.0
DRINKS#PRICES:POSITIVE	1.0	0.5	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	0.7143	0.7143	0.7143	0.5556	9.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	6.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:POSITIVE	0.0	0.0	0.0	0.0	6.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	1.0	0.1111	0.2	0.1111	9.0
FOOD#QUALITY:POSITIVE	0.7745	0.8587	0.8144	0.687	115.0
FOOD#QUALITY:NEUTRAL	1.0	0.2	0.3333	0.2	5.0
FOOD#QUALITY:NEGATIVE	0.5167	1.0	0.6813	0.5167	60.0
FOOD#STYLE_OPTIONS:POSITIVE	0.375	0.4	0.3871	0.24	25.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	2.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.5	0.2857	0.3636	0.2222	9.0
LOCATION#GENERAL:POSITIVE	1.0	0.25	0.4	0.25	4.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.5867	0.8462	0.6929	0.5301	83.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#GENERAL:NEGATIVE	0.381	0.9412	0.5424	0.3721	43.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.6	0.3	0.4	0.25	12.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	7.0
RESTAURANT#PRICES:POSITIVE	0.3333	1.0	0.5	0.3333	18.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.5	0.8571	0.6316	0.4615	13.0
SERVICE#GENERAL:POSITIVE	0.6818	0.8333	0.75	0.6	50.0
SERVICE#GENERAL:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
SERVICE#GENERAL:NEGATIVE	0.7857	0.8049	0.7952	0.66	50.0
Micro-AVG	0.6186	0.7229	0.6667	0.5	600.0
Macro-AVG	0.4167	0.376	0.3502		600
