	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3958	0.4318	0.413	0.2603	73.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.6667	0.7059	0.5455	11.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	7.0
FOOD#PRICES	0.0	0.0	0.0	0.0	16.0
FOOD#QUALITY	0.5153	0.6562	0.5773	0.4058	207.0
FOOD#STYLE_OPTIONS	0.25	0.2083	0.2273	0.1282	39.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.4103	0.6761	0.5106	0.3429	140.0
RESTAURANT#MISCELLANEOUS	0.375	0.1765	0.24	0.1364	22.0
RESTAURANT#PRICES	0.1333	0.2857	0.1818	0.1	40.0
SERVICE#GENERAL	0.5517	0.6076	0.5783	0.4068	118.0
Micro-AVG	0.4515	0.5277	0.4867	0.3216	681.0
Macro-AVG	0.4485	0.3535	0.3556		681
