	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4194	0.8125	0.5532	0.3824	34.0
AMBIENCE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
AMBIENCE:POSITIVE	0.6271	0.881	0.7327	0.5781	64.0
FOOD:NEGATIVE	0.7097	0.8919	0.7904	0.6535	101.0
FOOD:NEUTRAL	0.7778	0.9333	0.8485	0.7368	19.0
FOOD:POSITIVE	0.8333	0.9055	0.8679	0.7667	150.0
PRICE:NEGATIVE	0.8333	0.6818	0.75	0.6	25.0
PRICE:NEUTRAL	0.6667	1.0	0.8	0.6667	3.0
PRICE:POSITIVE	1.0	0.8	0.8889	0.8	5.0
GENERAL-IMPRESSION:NEGATIVE	0.7021	0.8462	0.7674	0.6226	53.0
GENERAL-IMPRESSION:NEUTRAL	0.5	0.6667	0.5714	0.4	5.0
GENERAL-IMPRESSION:POSITIVE	0.6286	0.9167	0.7458	0.5946	74.0
SERVICE:NEGATIVE	0.6901	0.8596	0.7656	0.6203	79.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.8025	0.8784	0.8387	0.7222	90.0
Micro-AVG	0.7188	0.8745	0.789	0.6516	706.0
Macro-AVG	0.6349	0.8049	0.6947		706
