	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.7778	0.7	0.7368	0.5833	24.0
AMBIENCE#GENERAL:NEUTRAL	0.25	0.5	0.3333	0.2	5.0
AMBIENCE#GENERAL:NEGATIVE	0.75	0.75	0.75	0.6	5.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:POSITIVE	1.0	0.25	0.4	0.25	4.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.2	0.3333	0.2	5.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	5.0
FOOD#QUALITY:POSITIVE	0.878	0.5806	0.699	0.5373	67.0
FOOD#QUALITY:NEUTRAL	0.3333	0.3333	0.3333	0.2	5.0
FOOD#QUALITY:NEGATIVE	1.0	0.7368	0.8485	0.7368	19.0
FOOD#STYLE_OPTIONS:POSITIVE	0.3333	0.25	0.2857	0.1667	12.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	4.0
LOCATION#GENERAL:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.6047	0.8667	0.7123	0.5532	47.0
RESTAURANT#GENERAL:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
RESTAURANT#GENERAL:NEGATIVE	0.75	0.9	0.8182	0.6923	13.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	6.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	5.0
RESTAURANT#PRICES:POSITIVE	0.5714	1.0	0.7273	0.5714	7.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.3333	0.5	0.4	0.25	8.0
SERVICE#GENERAL:POSITIVE	0.7727	0.85	0.8095	0.68	25.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE#GENERAL:NEGATIVE	0.8421	0.6957	0.7619	0.6154	26.0
Micro-AVG	0.7103	0.6056	0.6538	0.4856	313.0
Macro-AVG	0.3712	0.3457	0.331		313
