	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.9286	0.65	0.7647	0.619	21.0
AMBIENCE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE#GENERAL:NEGATIVE	0.6	0.75	0.6667	0.5	6.0
DRINKS#PRICES:POSITIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#PRICES:NEUTRAL	0	0	0	0	0
DRINKS#PRICES:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:POSITIVE	0.6667	1.0	0.8	0.6667	6.0
DRINKS#QUALITY:NEUTRAL	0	0	0	0	0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	1.0	0.3333	0.5	0.3333	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0	0	0	0	0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	0.4	0.5714	0.4	5.0
FOOD#PRICES:NEUTRAL	0	0	0	0	0
FOOD#PRICES:NEGATIVE	0.6667	0.4	0.5	0.3333	6.0
FOOD#QUALITY:POSITIVE	0.9259	0.8065	0.8621	0.7576	66.0
FOOD#QUALITY:NEUTRAL	1.0	1.0	1.0	1.0	3.0
FOOD#QUALITY:NEGATIVE	0.875	0.7368	0.8	0.6667	21.0
FOOD#STYLE_OPTIONS:POSITIVE	0.6	0.375	0.4615	0.3	10.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
FOOD#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	4.0
LOCATION#GENERAL:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
LOCATION#GENERAL:NEGATIVE	0	0	0	0	0
RESTAURANT#GENERAL:POSITIVE	0.7188	0.7667	0.7419	0.5897	39.0
RESTAURANT#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:NEGATIVE	0.75	0.9	0.8182	0.6923	13.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.5	0.1667	0.25	0.1429	7.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	1.0	0.3333	0.5	0.3333	3.0
RESTAURANT#PRICES:POSITIVE	1.0	1.0	1.0	1.0	4.0
RESTAURANT#PRICES:NEUTRAL	1.0	1.0	1.0	1.0	1.0
RESTAURANT#PRICES:NEGATIVE	0.6667	1.0	0.8	0.6667	6.0
SERVICE#GENERAL:POSITIVE	0.9	0.9	0.9	0.8182	22.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE#GENERAL:NEGATIVE	0.8636	0.8261	0.8444	0.7308	26.0
Micro-AVG	0.8288	0.7331	0.778	0.6367	289.0
Macro-AVG	0.5647	0.5096	0.5161		289
