Alle Kellner völlig überfordert und das sieht man ihnen mehr als man will an!!	SERVICE#-1
Das Trinkgeld steht aber mit auf dem Kassenbon...Auf alle Faelle sind die Preise ein echter Hammer - 4,20 EUR fuer einen Tee ist schon dekadent	PRICE#-1	PRICE#-1
Das Restaurant ist für Pastaliebhaber sehr zu empfehlen.	FOOD#1
Der georderte vegane Bagel war köstlich was wir von den lieblos angerichteten Käsespätzle leider nicht behaupten konnten.	FOOD#-1	FOOD#1
Die Speisen waren geschmackvoll zubereitet und wurden trotz hohem Gästeaufkommens zeitnah serviert.	FOOD#1	SERVICE#1
Regelrecht zerkocht.	FOOD#-1
Bedienung war nett und schnell.	SERVICE#1
Vor allem in der jetzigen Jahreszeit, den zahlenden Kunden bei Regen, Wind und Kälte (wie letztes selbst erlebt) 20 min, ungeschützt vor der Tür warten zu lassen grenzt schon an Unverschämtheit.	SERVICE#-1
Nichts konnte überzeugen.	GENERAL-IMPRESSION#-1
Wäre in LOC Mittelklasse.	GENERAL-IMPRESSION#0
Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.	AMBIENCE#-1
Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.	FOOD#-1
Preis / Leistung top!	PRICE#1
Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.	SERVICE#1
Ich würde das Lokal wieder empfehlen.	GENERAL-IMPRESSION#1
Die Beilagen hingegen waren super.	FOOD#1
Gern wieder :)	GENERAL-IMPRESSION#1
Gerne wieder!	GENERAL-IMPRESSION#1
Der Leberkäse hingegen sehr gut.	FOOD#1
Auch wenn mich ein Restaurant schonmal enttäuscht hat, gebe ich gerne eine zweite Chance.	GENERAL-IMPRESSION#-1
Aber als Vegetarierer gab es keinerlei Auswahl, wir mussten von der LOC zwei Gänge bestellen, wobei es bei jedem Gang nur eine Möglichkeit gab, beim Hauptgericht bestand diese aus einer Selleriescheibe, was auch nicht jedermanns Sache ist.	FOOD#-1	FOOD#-1
Der Keller hat uns durch seine Art den Abend versaut und unsere Tradition endet somit und wir suchen ein neues Lokal.	SERVICE#-1
Ein gemütliches Restaurant, die Aussenbestuhlung befindet sich vor dem Lokal, der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker!	GENERAL-IMPRESSION#1	FOOD#1	FOOD#1
Service absolut unterirdisch.	SERVICE#-1
Einziger Lichtblick und auch der Grund warum ich es nicht mit „mangelhaft“ bewerte, war der sehr freundliche Kellner.	GENERAL-IMPRESSION#-1	SERVICE#1
Man hat ihn angemerkt, dass er seinen Job gern macht.	SERVICE#1
Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten, von denen jedes vor Geschmack strotzt.	FOOD#1
Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch.	AMBIENCE#-1
Sehr angenehme Ambiance im LOC.	AMBIENCE#1
Das Frühstück ist sehr schmackhaft und vielfältig.	FOOD#1
Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl.	SERVICE#1
Das Essen war sehr sehr lecker und kam zügig.	FOOD#1	SERVICE#1
Geschmack fad.	FOOD#-1
