Das Personal war wirklich sehr nett.	SERVICE#1
Alle Kellner völlig überfordert und das sieht man ihnen mehr als man will an!!	SERVICE#-1
Was ganz besonderes in LOC.	GENERAL-IMPRESSION#1
Das Trinkgeld steht aber mit auf dem Kassenbon...Auf alle Faelle sind die Preise ein echter Hammer - 4,20 EUR fuer einen Tee ist schon dekadent	PRICE#-1	PRICE#-1
Die Qualität der Speisen ist auch nicht so toll, die Ofenkartoffel hat wohl auch schon ein paar Tage gelegen.	FOOD#-1	FOOD#-1
Der Rotwein wurde zweimal viel zu warm serviert.	FOOD#-1
Obst braun.	FOOD#-1
Wir haben bei dem herrlichen Wetter draußen gesessen.	AMBIENCE#1
Das Restaurant ist für Pastaliebhaber sehr zu empfehlen.	FOOD#1
Keine Tischdecken ,keine Dekoration und dann noch abgenutzte Tische.	AMBIENCE#-1	AMBIENCE#-1	AMBIENCE#-1
Das Essen verdient das Prädikat gut.	FOOD#1
Kommen gerne wieder wenn es uns mal wieder nach LOC verschlägt	GENERAL-IMPRESSION#1
Der georderte vegane Bagel war köstlich was wir von den lieblos angerichteten Käsespätzle leider nicht behaupten konnten.	FOOD#-1	FOOD#1
Wurde aber sehr positiv überrascht.	GENERAL-IMPRESSION#1
Hier stimmte Preis/Leistung.	PRICE#1
Hauptspeise eine riesige Enttäuschung.	FOOD#-1
Ich habe in meinem Leben noch nie einen so schlechten Schweinebraten gegessen!!!!	FOOD#-1
Die Speisen waren geschmackvoll zubereitet und wurden trotz hohem Gästeaufkommens zeitnah serviert.	FOOD#1	SERVICE#1
Weder das Stammpersonal, das zigfach an uns vorbeiging, ein Augenkontakt wurde vermieden, Ansprache ignoriert.	SERVICE#-1
Regelrecht zerkocht.	FOOD#-1
Bedienung war nett und schnell.	SERVICE#1
Vor allem in der jetzigen Jahreszeit, den zahlenden Kunden bei Regen, Wind und Kälte (wie letztes selbst erlebt) 20 min, ungeschützt vor der Tür warten zu lassen grenzt schon an Unverschämtheit.	SERVICE#-1
Das Rinderragout war fasrig, zerkocht und unangenehm überwürzt, die in der Karte anvisierten Gemüsenudeln stellten sich als pappige Penne heraus.	FOOD#-1	FOOD#-1
Bayrisch Essen und Gastfreundschaft geht anders.	FOOD#-1	SERVICE#-1
Nichts konnte überzeugen.	GENERAL-IMPRESSION#-1
Personal aber wirklich auf zack.	SERVICE#1
Der dazugehörige Krautsalat, welcher überhaupt keiner war, war ungenießbar.	FOOD#-1
Wäre in LOC Mittelklasse.	GENERAL-IMPRESSION#0
Schade.	GENERAL-IMPRESSION#-1
Die Portionen waren sehr gross und eigentlich zu viel für uns älteren Leute.	FOOD#1
Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.	AMBIENCE#-1
Liebes Team der Steak Manufaktur,vielen Dank für den schönen Abend bei Euch, den herzlichen Empfang, den tollen und zuvorkommenden Service und das sehr schmackhafte Essen von hoher Qualität, toller Zubereitung und klasse Timing.	SERVICE#1	SERVICE#1	FOOD#1	FOOD#1	SERVICE#1	GENERAL-IMPRESSION#1
Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.	FOOD#-1
Preis / Leistung top!	PRICE#1
Vor Ort ist der Laden schon teurer als der Rest, dafür aber nicht so viel Besser.	PRICE#-1
Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.	SERVICE#1
Personal nahm sich der Kritik nicht an.	SERVICE#-1
Schon nett!!	GENERAL-IMPRESSION#1
Ich würde das Lokal wieder empfehlen.	GENERAL-IMPRESSION#1
Da auch der Preis weiterhin absolut fair und angemessen ist, können wir das RESTAURANT_NAME absolut empfehlen.	PRICE#1	GENERAL-IMPRESSION#1
Die Beilagen hingegen waren super.	FOOD#1
Gern wieder :)	GENERAL-IMPRESSION#1
Gerne wieder!	GENERAL-IMPRESSION#1
Bleibt nur eine Frage: Sind wir Ihnen als Gast sowenig wert, dass Sie uns so etwas vorsetzen?	FOOD#-1
Gute Lage, angenehme Bedienung, gutes Essen.	AMBIENCE#1	SERVICE#1	FOOD#1
Der Leberkäse hingegen sehr gut.	FOOD#1
Auch wenn mich ein Restaurant schonmal enttäuscht hat, gebe ich gerne eine zweite Chance.	GENERAL-IMPRESSION#-1
Wir haben uns mit 3 Generationen (Alter: 11 - 93) zu sechst sehr wohl gefühlt und kommen gern jederzeit wieder!	GENERAL-IMPRESSION#1
Wir haben 5 Gänge Summer Breeze gewählt und wurden begeistert.	FOOD#1
Sehr gutes LOC.	GENERAL-IMPRESSION#1
Aber als Vegetarierer gab es keinerlei Auswahl, wir mussten von der LOC zwei Gänge bestellen, wobei es bei jedem Gang nur eine Möglichkeit gab, beim Hauptgericht bestand diese aus einer Selleriescheibe, was auch nicht jedermanns Sache ist.	FOOD#-1	FOOD#-1
Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel LOC das Essen kam, ich hatte eine Haxe.	SERVICE#-1
Zu Beginn mussten wir lange warten, um überhaupt bedient zu werden.	SERVICE#-1
Gern in Zukunft wieder !	GENERAL-IMPRESSION#1
Der Keller hat uns durch seine Art den Abend versaut und unsere Tradition endet somit und wir suchen ein neues Lokal.	SERVICE#-1
Ein gemütliches Restaurant, die Aussenbestuhlung befindet sich vor dem Lokal, der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker!	GENERAL-IMPRESSION#1	FOOD#1	FOOD#1
Service absolut unterirdisch.	SERVICE#-1
Einziger Lichtblick und auch der Grund warum ich es nicht mit „mangelhaft“ bewerte, war der sehr freundliche Kellner.	GENERAL-IMPRESSION#-1	SERVICE#1
Man hat ihn angemerkt, dass er seinen Job gern macht.	SERVICE#1
Gute Umgebung immer voll.	AMBIENCE#1
Ein sehr nettes Lokal im LOC von LOC.	GENERAL-IMPRESSION#1
